reference,customer_name,status,last_update
TV-105995,Sunrise Packaging,created,2026-07-07T12:38:00Z
TV-105996,Baywater Beverages,created,2026-07-07T10:08:00Z
TV-105997,Sunrise Motors,created,2026-07-08T14:27:00Z
TV-105998,Kingsway Foods,picked_up,2026-07-06T20:06:00Z
TV-105999,Redwood Distribution,created,2026-07-02T17:00:00Z
TV-106000,Kingsway Hardware,picked_up,2026-07-09T05:18:00Z
TV-106001,Acme Motors,delivered,2026-07-03T14:10:00Z
TV-106002,Harbour Retail,created,2026-07-06T08:51:00Z
TV-106003,Metro Retail,picked_up,2026-07-09T11:36:00Z
TV-106004,Northern Beverages,in_transit,2026-07-06T21:29:00Z
TV-106005,Kingsway Packaging,created,2026-07-05T07:14:00Z
TV-106006,Summit Motors,delivered,2026-07-06T16:14:00Z
TV-106007,Baywater Electronics,delivered,2026-07-02T16:51:00Z
TV-106008,Coastal Textiles,created,2026-07-05T14:43:00Z
TV-106009,Crestview Supplies,in_transit,2026-07-10T02:46:00Z
TV-106010,Pacific Electronics,delivered,2026-07-04T16:49:00Z
TV-106011,Eastlink Trading,delivered,2026-07-07T07:05:00Z
TV-106012,Acme Electronics,in_transit,2026-07-01T12:23:00Z
TV-106013,Skyline Retail,picked_up,2026-07-03T04:05:00Z
TV-106014,Coastal Trading,delivered,2026-07-09T02:16:00Z
TV-106015,Riverside Retail,picked_up,2026-07-09T05:39:00Z
TV-106016,Metro Trading,created,2026-07-09T23:35:00Z
TV-106017,Acme Wholesale,created,2026-07-06T13:14:00Z
TV-106018,Eastlink Supplies,delivered,2026-07-08T23:26:00Z
TV-106019,Kingsway Motors,created,2026-07-05T03:21:00Z
TV-106020,Ironbark Logistics,created,2026-07-02T06:33:00Z
TV-106021,Harbour Supplies,created,2026-07-01T19:58:00Z
TV-106022,Acme Logistics,picked_up,2026-07-06T02:25:00Z
TV-106023,Coastal Pharma,picked_up,2026-07-05T21:35:00Z
TV-106024,Metro Packaging,picked_up,2026-07-08T22:47:00Z
TV-106025,Sunrise Packaging,in_transit,2026-07-08T03:15:00Z
TV-106026,Ironbark Distribution,picked_up,2026-07-03T20:15:00Z
TV-106027,Kingsway Beverages,picked_up,2026-07-05T09:48:00Z
TV-106028,Skyline Electronics,picked_up,2026-07-02T13:26:00Z
TV-106029,Crestview Trading,created,2026-07-04T04:51:00Z
TV-106030,Crestview Packaging,delivered,2026-07-08T13:00:00Z
TV-106031,Acme Beverages,picked_up,2026-07-03T02:32:00Z
TV-106032,Golden Packaging,delivered,2026-07-09T05:08:00Z
TV-106033,Golden Motors,delivered,2026-07-05T11:37:00Z
TV-106034,Silverline Wholesale,in_transit,2026-07-05T19:16:00Z
TV-106035,Kingsway Hardware,picked_up,2026-07-09T12:46:00Z
TV-106036,Pacific Textiles,created,2026-07-01T18:45:00Z
TV-106037,Silverline Supplies,picked_up,2026-07-01T13:40:00Z
TV-106038,Crestview Motors,created,2026-07-04T19:03:00Z
TV-106039,Baywater Logistics,failed,2026-07-02T07:29:00Z
TV-106040,Northern Packaging,in_transit,2026-07-04T12:24:00Z
TV-106041,Northern Textiles,created,2026-07-05T21:24:00Z
TV-106042,Ironbark Beverages,picked_up,2026-07-04T00:01:00Z
TV-106043,Highland Textiles,picked_up,2026-07-05T16:08:00Z
TV-106044,Harbour Beverages,picked_up,2026-07-01T11:30:00Z
TV-106045,Pacific Pharma,created,2026-07-08T00:55:00Z
TV-106046,Silverline Foods,picked_up,2026-07-02T02:00:00Z
TV-106047,Silverline Logistics,created,2026-07-04T20:34:00Z
TV-106048,Metro Freight,picked_up,2026-07-05T03:43:00Z
TV-106049,Pacific Electronics,picked_up,2026-07-08T10:39:00Z
TV-106050,Eastlink Hardware,created,2026-07-04T07:40:00Z
TV-106051,Eastlink Motors,delivered,2026-07-02T08:10:00Z
TV-106052,Acme Pharma,picked_up,2026-07-07T09:45:00Z
TV-106053,Golden Hardware,created,2026-07-02T22:19:00Z
TV-106054,Baywater Distribution,created,2026-07-05T07:14:00Z
TV-106055,Sunrise Packaging,in_transit,2026-07-10T02:00:00Z
TV-106056,Eastlink Freight,failed,2026-07-05T06:53:00Z
TV-106057,Coastal Hardware,created,2026-07-01T17:55:00Z
TV-106058,Eastlink Logistics,picked_up,2026-07-09T00:08:00Z
TV-106059,Northern Electronics,delivered,2026-07-06T23:46:00Z
TV-106060,Summit Pharma,in_transit,2026-07-02T22:05:00Z
TV-106061,Skyline Retail,created,2026-07-09T19:58:00Z
TV-106062,Bluegum Textiles,picked_up,2026-07-06T17:32:00Z
TV-106063,Summit Supplies,created,2026-07-09T22:50:00Z
TV-106064,Summit Pharma,delivered,2026-07-06T18:46:00Z
TV-106065,Redwood Pharma,delivered,2026-07-02T18:12:00Z
TV-106066,Eastlink Supplies,picked_up,2026-07-05T23:43:00Z
TV-106067,Harbour Textiles,in_transit,2026-07-01T14:42:00Z
TV-106068,Crestview Retail,picked_up,2026-07-06T13:34:00Z
TV-106069,Bluegum Supplies,picked_up,2026-07-06T04:05:00Z
TV-106070,Northern Foods,created,2026-07-07T19:36:00Z
TV-106071,Ironbark Retail,created,2026-07-05T19:54:00Z
TV-106072,Skyline Electronics,created,2026-07-06T14:38:00Z
TV-106073,Silverline Freight,in_transit,2026-07-07T18:26:00Z
TV-106074,Kingsway Foods,in_transit,2026-07-08T09:58:00Z
TV-106075,Highland Packaging,delivered,2026-07-05T00:07:00Z
TV-106076,Silverline Packaging,in_transit,2026-07-01T14:48:00Z
TV-106077,Silverline Logistics,in_transit,2026-07-09T18:37:00Z
TV-106078,Skyline Freight,created,2026-07-09T10:02:00Z
TV-106079,Crestview Wholesale,created,2026-07-10T05:11:00Z
TV-106080,Harbour Packaging,picked_up,2026-07-07T20:06:00Z
TV-106081,Coastal Motors,in_transit,2026-07-05T20:15:00Z
TV-106082,Summit Packaging,delivered,2026-07-02T05:55:00Z
TV-106083,Pacific Packaging,delivered,2026-07-01T18:45:00Z
TV-106084,Highland Retail,created,2026-07-01T09:11:00Z
TV-106085,Sunrise Pharma,picked_up,2026-07-07T06:46:00Z
TV-106086,Sunrise Logistics,delivered,2026-07-05T07:27:00Z
TV-106087,Golden Electronics,created,2026-07-10T03:20:00Z
TV-106088,Golden Wholesale,created,2026-07-02T11:45:00Z
TV-106089,Redwood Supplies,created,2026-07-08T15:47:00Z
TV-106090,Metro Retail,created,2026-07-06T22:43:00Z
TV-106091,Highland Wholesale,created,2026-07-05T21:38:00Z
TV-106092,Eastlink Packaging,picked_up,2026-07-03T04:15:00Z
TV-106093,Silverline Logistics,picked_up,2026-07-02T16:30:00Z
TV-106094,Kingsway Hardware,created,2026-07-01T11:43:00Z
TV-106095,Riverside Beverages,picked_up,2026-07-04T07:27:00Z
TV-106096,Metro Textiles,delivered,2026-07-02T21:55:00Z
TV-106097,Eastlink Foods,delivered,2026-07-05T11:15:00Z
TV-106098,Ironbark Foods,in_transit,2026-07-01T14:47:00Z
TV-106099,Metro Distribution,created,2026-07-08T15:18:00Z
TV-106100,Kingsway Distribution,in_transit,2026-07-05T23:24:00Z
TV-106101,Silverline Beverages,failed,2026-07-05T15:52:00Z
TV-106102,Skyline Distribution,picked_up,2026-07-05T10:49:00Z
TV-106103,Ironbark Textiles,picked_up,2026-07-04T05:27:00Z
TV-106104,Bluegum Beverages,delivered,2026-07-08T18:56:00Z
TV-106105,Redwood Trading,delivered,2026-07-05T08:38:00Z
TV-106106,Northern Motors,in_transit,2026-07-07T02:21:00Z
TV-106107,Coastal Hardware,picked_up,2026-07-08T20:35:00Z
TV-106108,Riverside Packaging,delivered,2026-07-08T12:01:00Z
TV-106109,Bluegum Supplies,delivered,2026-07-03T18:56:00Z
TV-106110,Golden Logistics,in_transit,2026-07-04T01:37:00Z
TV-106111,Coastal Pharma,delivered,2026-07-06T17:05:00Z
TV-106112,Riverside Motors,in_transit,2026-07-04T02:32:00Z
TV-106113,Highland Pharma,delivered,2026-07-10T02:39:00Z
TV-106114,Eastlink Packaging,in_transit,2026-07-04T18:07:00Z
TV-106115,Ironbark Packaging,delivered,2026-07-08T03:02:00Z
TV-106116,Skyline Wholesale,in_transit,2026-07-01T14:29:00Z
TV-106117,Pacific Electronics,in_transit,2026-07-09T12:48:00Z
TV-106118,Sunrise Retail,in_transit,2026-07-05T21:28:00Z
TV-106119,Sunrise Trading,created,2026-07-01T21:57:00Z
TV-106120,Pacific Textiles,picked_up,2026-07-07T18:52:00Z
TV-106121,Kingsway Beverages,picked_up,2026-07-09T17:36:00Z
TV-106122,Coastal Hardware,in_transit,2026-07-04T09:37:00Z
TV-106123,Silverline Beverages,created,2026-07-04T01:59:00Z
TV-106124,Golden Wholesale,failed,2026-07-06T03:09:00Z
TV-106125,Coastal Logistics,in_transit,2026-07-02T14:01:00Z
TV-106126,Ironbark Logistics,created,2026-07-04T17:53:00Z
TV-106127,Northern Wholesale,created,2026-07-04T21:06:00Z
TV-106128,Sunrise Electronics,created,2026-07-02T22:01:00Z
TV-106129,Kingsway Electronics,picked_up,2026-07-03T21:06:00Z
TV-106130,Harbour Motors,in_transit,2026-07-03T11:21:00Z
TV-106131,Golden Trading,created,2026-07-02T14:29:00Z
TV-106132,Riverside Supplies,created,2026-07-04T11:01:00Z
TV-106133,Golden Pharma,delivered,2026-07-04T08:08:00Z
TV-106134,Coastal Freight,delivered,2026-07-03T10:01:00Z
TV-106135,Eastlink Pharma,in_transit,2026-07-06T23:24:00Z
TV-106136,Skyline Wholesale,in_transit,2026-07-05T07:10:00Z
TV-106137,Bluegum Logistics,in_transit,2026-07-08T12:33:00Z
TV-106138,Eastlink Wholesale,created,2026-07-07T23:38:00Z
TV-106139,Skyline Wholesale,delivered,2026-07-08T21:44:00Z
TV-106140,Eastlink Textiles,in_transit,2026-07-09T22:23:00Z
TV-106141,Bluegum Retail,created,2026-07-10T00:51:00Z
TV-106142,Sunrise Trading,created,2026-07-06T01:31:00Z
TV-106143,Summit Packaging,in_transit,2026-07-05T17:12:00Z
TV-106144,Ironbark Packaging,created,2026-07-08T22:21:00Z
TV-106145,Riverside Motors,delivered,2026-07-09T12:22:00Z
TV-106146,Bluegum Logistics,created,2026-07-03T07:27:00Z
TV-106147,Sunrise Supplies,created,2026-07-07T03:34:00Z
TV-106148,Baywater Trading,created,2026-07-06T03:45:00Z
TV-106149,Acme Motors,delivered,2026-07-04T01:40:00Z
TV-106150,Bluegum Textiles,in_transit,2026-07-02T04:08:00Z
TV-106151,Ironbark Logistics,created,2026-07-04T20:51:00Z
TV-106152,Bluegum Foods,picked_up,2026-07-02T18:08:00Z
TV-106153,Northern Distribution,created,2026-07-03T07:18:00Z
TV-106154,Redwood Wholesale,created,2026-07-04T20:15:00Z
TV-106155,Skyline Hardware,created,2026-07-08T19:33:00Z
TV-106156,Highland Packaging,picked_up,2026-07-05T12:50:00Z
TV-106157,Pacific Packaging,in_transit,2026-07-05T12:00:00Z
TV-106158,Eastlink Freight,picked_up,2026-07-10T06:28:00Z
TV-106159,Coastal Motors,picked_up,2026-07-06T16:43:00Z
TV-106160,Riverside Electronics,delivered,2026-07-06T15:24:00Z
TV-106161,Ironbark Distribution,created,2026-07-09T12:09:00Z
TV-106162,Metro Trading,in_transit,2026-07-08T11:40:00Z
TV-106163,Skyline Trading,picked_up,2026-07-08T16:38:00Z
TV-106164,Harbour Beverages,in_transit,2026-07-03T21:26:00Z
TV-106165,Riverside Hardware,failed,2026-07-08T18:21:00Z
TV-106166,Summit Hardware,delivered,2026-07-06T20:04:00Z
TV-106167,Bluegum Retail,in_transit,2026-07-01T12:18:00Z
TV-106168,Sunrise Electronics,created,2026-07-08T23:48:00Z
TV-106169,Sunrise Trading,in_transit,2026-07-02T01:32:00Z
TV-106170,Golden Hardware,created,2026-07-06T04:41:00Z
TV-106171,Redwood Foods,created,2026-07-09T15:39:00Z
TV-106172,Summit Electronics,picked_up,2026-07-03T02:47:00Z
TV-106173,Harbour Motors,delivered,2026-07-07T18:53:00Z
TV-106174,Sunrise Supplies,picked_up,2026-07-09T01:31:00Z
TV-106175,Acme Wholesale,created,2026-07-10T03:02:00Z
TV-106176,Acme Foods,delivered,2026-07-06T21:04:00Z
TV-106177,Highland Packaging,in_transit,2026-07-08T02:26:00Z
TV-106178,Pacific Distribution,in_transit,2026-07-03T13:39:00Z
TV-106179,Riverside Logistics,created,2026-07-01T10:49:00Z
TV-106180,Redwood Trading,delivered,2026-07-09T18:43:00Z
TV-106181,Skyline Hardware,created,2026-07-03T18:10:00Z
TV-106182,Highland Wholesale,created,2026-07-03T06:26:00Z
TV-106183,Crestview Logistics,delivered,2026-07-09T23:52:00Z
TV-106184,Acme Electronics,created,2026-07-04T10:19:00Z
TV-106185,Bluegum Hardware,picked_up,2026-07-04T10:35:00Z
TV-106186,Harbour Pharma,in_transit,2026-07-04T17:15:00Z
TV-106187,Bluegum Pharma,picked_up,2026-07-04T01:33:00Z
TV-106188,Eastlink Packaging,created,2026-07-02T04:37:00Z
TV-106189,Riverside Freight,picked_up,2026-07-06T09:53:00Z
TV-106190,Ironbark Freight,failed,2026-07-09T20:53:00Z
TV-106191,Pacific Freight,in_transit,2026-07-05T14:28:00Z
TV-106192,Acme Freight,picked_up,2026-07-03T00:39:00Z
TV-106193,Eastlink Retail,picked_up,2026-07-05T10:45:00Z
TV-106194,Northern Hardware,failed,2026-07-07T14:14:00Z
TV-106195,Summit Textiles,delivered,2026-07-07T06:48:00Z
TV-106196,Bluegum Packaging,delivered,2026-07-03T20:41:00Z
TV-106197,Baywater Hardware,failed,2026-07-07T10:45:00Z
TV-106198,Kingsway Trading,created,2026-07-08T17:05:00Z
TV-106199,Redwood Electronics,created,2026-07-06T15:12:00Z
TV-106200,Kingsway Retail,delivered,2026-07-06T04:59:00Z
TV-106201,Coastal Retail,failed,2026-07-01T14:19:00Z
TV-106202,Pacific Foods,created,2026-07-10T05:08:00Z
TV-106203,Bluegum Trading,delivered,2026-07-02T15:10:00Z
TV-106204,Silverline Packaging,in_transit,2026-07-01T15:31:00Z
TV-106205,Northern Foods,created,2026-07-03T09:14:00Z
TV-106206,Harbour Motors,failed,2026-07-05T13:23:00Z
TV-106207,Metro Motors,created,2026-07-08T09:54:00Z
TV-106208,Coastal Supplies,in_transit,2026-07-04T06:52:00Z
TV-106209,Crestview Wholesale,picked_up,2026-07-08T08:26:00Z
TV-106210,Riverside Foods,created,2026-07-08T03:51:00Z
TV-106211,Sunrise Foods,created,2026-07-04T00:31:00Z
TV-106212,Redwood Pharma,created,2026-07-09T03:53:00Z
TV-106213,Eastlink Electronics,picked_up,2026-07-06T04:13:00Z
TV-106214,Crestview Motors,created,2026-07-02T20:43:00Z
TV-106215,Eastlink Logistics,delivered,2026-07-07T12:31:00Z
TV-106216,Sunrise Freight,delivered,2026-07-03T16:39:00Z
TV-106217,Skyline Packaging,delivered,2026-07-09T20:06:00Z
TV-106218,Golden Trading,picked_up,2026-07-09T15:11:00Z
TV-106219,Crestview Freight,in_transit,2026-07-08T22:11:00Z
TV-106220,Riverside Foods,delivered,2026-07-05T16:06:00Z
TV-106221,Skyline Hardware,picked_up,2026-07-01T08:13:00Z
TV-106222,Summit Hardware,delivered,2026-07-06T01:37:00Z
TV-106223,Riverside Distribution,created,2026-07-05T14:17:00Z
TV-106224,Crestview Pharma,created,2026-07-08T04:06:00Z
TV-106225,Metro Foods,picked_up,2026-07-06T01:30:00Z
TV-106226,Crestview Wholesale,failed,2026-07-04T04:20:00Z
TV-106227,Redwood Beverages,delivered,2026-07-08T01:58:00Z
TV-106228,Crestview Pharma,created,2026-07-03T19:06:00Z
TV-106229,Acme Distribution,picked_up,2026-07-01T08:48:00Z
TV-106230,Highland Beverages,delivered,2026-07-09T02:28:00Z
TV-106231,Eastlink Textiles,delivered,2026-07-09T15:02:00Z
TV-106232,Riverside Textiles,in_transit,2026-07-07T21:27:00Z
TV-106233,Riverside Foods,created,2026-07-08T20:35:00Z
TV-106234,Highland Trading,delivered,2026-07-05T02:03:00Z
TV-106235,Pacific Supplies,created,2026-07-04T08:09:00Z
TV-106236,Summit Freight,picked_up,2026-07-07T22:06:00Z
TV-106237,Redwood Retail,picked_up,2026-07-02T19:01:00Z
TV-106238,Northern Logistics,created,2026-07-07T05:36:00Z
TV-106239,Baywater Motors,created,2026-07-06T09:52:00Z
TV-106240,Pacific Packaging,delivered,2026-07-08T18:02:00Z
TV-106241,Sunrise Pharma,in_transit,2026-07-09T00:54:00Z
TV-106242,Kingsway Beverages,in_transit,2026-07-07T21:26:00Z
TV-106243,Highland Logistics,delivered,2026-07-08T10:28:00Z
TV-106244,Kingsway Freight,picked_up,2026-07-02T13:04:00Z
TV-106245,Ironbark Supplies,delivered,2026-07-10T07:52:00Z
TV-106246,Highland Pharma,created,2026-07-07T14:58:00Z
TV-106247,Harbour Foods,created,2026-07-06T06:08:00Z
TV-106248,Eastlink Freight,in_transit,2026-07-05T22:58:00Z
TV-106249,Riverside Electronics,picked_up,2026-07-02T09:42:00Z
TV-106250,Sunrise Packaging,in_transit,2026-07-05T08:13:00Z
TV-106251,Bluegum Electronics,delivered,2026-07-02T12:13:00Z
TV-106252,Kingsway Beverages,delivered,2026-07-03T19:30:00Z
TV-106253,Baywater Packaging,created,2026-07-02T08:12:00Z
TV-106254,Redwood Retail,created,2026-07-05T19:01:00Z
TV-106255,Northern Hardware,created,2026-07-10T00:30:00Z
TV-106256,Bluegum Foods,delivered,2026-07-02T04:59:00Z
TV-106257,Crestview Trading,picked_up,2026-07-02T15:22:00Z
TV-106258,Summit Motors,picked_up,2026-07-06T03:07:00Z
TV-106259,Highland Packaging,created,2026-07-06T16:23:00Z
TV-106260,Pacific Motors,in_transit,2026-07-07T21:56:00Z
TV-106261,Highland Packaging,in_transit,2026-07-09T04:12:00Z
TV-106262,Riverside Electronics,delivered,2026-07-08T23:39:00Z
TV-106263,Redwood Motors,in_transit,2026-07-05T13:27:00Z
TV-106264,Bluegum Beverages,picked_up,2026-07-05T05:19:00Z
TV-106265,Highland Beverages,picked_up,2026-07-09T01:42:00Z
TV-106266,Kingsway Packaging,created,2026-07-03T01:49:00Z
TV-106267,Golden Retail,picked_up,2026-07-08T04:51:00Z
TV-106268,Sunrise Motors,in_transit,2026-07-02T12:54:00Z
TV-106269,Silverline Beverages,picked_up,2026-07-05T00:06:00Z
TV-106270,Bluegum Beverages,in_transit,2026-07-06T22:46:00Z
TV-106271,Riverside Textiles,created,2026-07-09T08:01:00Z
TV-106272,Silverline Supplies,created,2026-07-02T17:10:00Z
TV-106273,Metro Freight,in_transit,2026-07-05T09:45:00Z
TV-106274,Eastlink Freight,in_transit,2026-07-04T22:55:00Z
TV-106275,Pacific Electronics,picked_up,2026-07-10T03:53:00Z
TV-106276,Crestview Pharma,delivered,2026-07-08T03:14:00Z
TV-106277,Highland Logistics,in_transit,2026-07-10T03:40:00Z
TV-106278,Skyline Wholesale,delivered,2026-07-09T05:59:00Z
TV-106279,Metro Beverages,delivered,2026-07-02T21:01:00Z
TV-106280,Summit Foods,picked_up,2026-07-09T07:51:00Z
TV-106281,Harbour Supplies,picked_up,2026-07-05T01:44:00Z
TV-106282,Northern Trading,created,2026-07-02T02:10:00Z
TV-106283,Bluegum Foods,delivered,2026-07-03T12:27:00Z
TV-106284,Golden Freight,failed,2026-07-09T05:04:00Z
TV-106285,Skyline Logistics,picked_up,2026-07-09T08:57:00Z
TV-106286,Golden Hardware,picked_up,2026-07-04T19:27:00Z
TV-106287,Metro Freight,picked_up,2026-07-09T16:41:00Z
TV-106288,Bluegum Hardware,picked_up,2026-07-02T00:44:00Z
TV-106289,Eastlink Supplies,picked_up,2026-07-09T16:17:00Z
TV-106290,Silverline Freight,created,2026-07-02T09:42:00Z
TV-106291,Metro Retail,in_transit,2026-07-04T15:14:00Z
TV-106292,Acme Retail,in_transit,2026-07-03T02:24:00Z
TV-106293,Coastal Logistics,picked_up,2026-07-09T21:52:00Z
TV-106294,Bluegum Wholesale,in_transit,2026-07-06T07:56:00Z
TV-106295,Redwood Supplies,created,2026-07-02T16:13:00Z
TV-106296,Metro Logistics,in_transit,2026-07-06T01:44:00Z
TV-106297,Skyline Foods,in_transit,2026-07-02T12:08:00Z
TV-106298,Sunrise Logistics,created,2026-07-03T12:34:00Z
TV-106299,Ironbark Freight,picked_up,2026-07-04T17:56:00Z
TV-106300,Riverside Supplies,created,2026-07-07T02:52:00Z
TV-106301,Northern Wholesale,created,2026-07-01T15:25:00Z
TV-106302,Baywater Electronics,in_transit,2026-07-03T09:29:00Z
TV-106303,Riverside Trading,created,2026-07-08T13:10:00Z
TV-106304,Baywater Hardware,delivered,2026-07-06T06:10:00Z
TV-106305,Riverside Motors,delivered,2026-07-08T03:49:00Z
TV-106306,Eastlink Pharma,in_transit,2026-07-03T23:49:00Z
TV-106307,Harbour Hardware,in_transit,2026-07-02T09:21:00Z
TV-106308,Acme Packaging,picked_up,2026-07-08T06:15:00Z
TV-106309,Skyline Retail,picked_up,2026-07-10T05:55:00Z
TV-106310,Acme Supplies,picked_up,2026-07-04T16:17:00Z
TV-106311,Northern Distribution,picked_up,2026-07-07T03:54:00Z
TV-106312,Redwood Pharma,picked_up,2026-07-04T17:53:00Z
TV-106313,Northern Foods,picked_up,2026-07-04T06:16:00Z
TV-106314,Highland Distribution,delivered,2026-07-06T07:06:00Z
TV-106315,Coastal Motors,delivered,2026-07-10T03:54:00Z
TV-106316,Silverline Retail,in_transit,2026-07-04T04:01:00Z
TV-106317,Ironbark Wholesale,picked_up,2026-07-07T15:24:00Z
TV-106318,Northern Wholesale,failed,2026-07-04T09:27:00Z
TV-106319,Coastal Retail,created,2026-07-07T21:43:00Z
TV-106320,Metro Beverages,in_transit,2026-07-08T06:14:00Z
TV-106321,Acme Trading,delivered,2026-07-08T12:27:00Z
TV-106322,Ironbark Trading,delivered,2026-07-04T13:22:00Z
TV-106323,Crestview Wholesale,created,2026-07-06T16:25:00Z
TV-106324,Summit Motors,failed,2026-07-06T13:02:00Z
TV-106325,Pacific Motors,picked_up,2026-07-01T09:14:00Z
TV-106326,Golden Pharma,in_transit,2026-07-04T10:48:00Z
TV-106327,Metro Distribution,delivered,2026-07-03T17:57:00Z
TV-106328,Crestview Pharma,delivered,2026-07-08T22:07:00Z
TV-106329,Baywater Pharma,delivered,2026-07-06T10:52:00Z
TV-106330,Acme Supplies,in_transit,2026-07-06T12:47:00Z
TV-106331,Acme Packaging,delivered,2026-07-09T07:13:00Z
TV-106332,Pacific Freight,delivered,2026-07-07T23:32:00Z
TV-106333,Harbour Logistics,delivered,2026-07-02T06:24:00Z
TV-106334,Metro Motors,picked_up,2026-07-07T06:58:00Z
TV-106335,Ironbark Supplies,delivered,2026-07-02T12:01:00Z
TV-106336,Bluegum Textiles,in_transit,2026-07-06T02:22:00Z
TV-106337,Silverline Textiles,in_transit,2026-07-02T04:54:00Z
TV-106338,Summit Supplies,created,2026-07-09T03:23:00Z
TV-106339,Baywater Beverages,in_transit,2026-07-04T07:12:00Z
TV-106340,Skyline Textiles,picked_up,2026-07-03T15:49:00Z
TV-106341,Bluegum Electronics,in_transit,2026-07-08T06:45:00Z
TV-106342,Ironbark Motors,created,2026-07-04T11:58:00Z
TV-106343,Bluegum Supplies,in_transit,2026-07-10T05:24:00Z
TV-106344,Ironbark Distribution,picked_up,2026-07-06T20:17:00Z
TV-106345,Metro Beverages,failed,2026-07-09T10:24:00Z
TV-106346,Kingsway Packaging,delivered,2026-07-02T03:41:00Z
TV-106347,Sunrise Freight,picked_up,2026-07-05T02:25:00Z
TV-106348,Ironbark Logistics,created,2026-07-02T19:30:00Z
TV-106349,Ironbark Packaging,picked_up,2026-07-07T11:09:00Z
TV-106350,Riverside Motors,delivered,2026-07-06T04:49:00Z
TV-106351,Harbour Hardware,in_transit,2026-07-07T04:24:00Z
TV-106352,Skyline Electronics,picked_up,2026-07-07T05:15:00Z
TV-106353,Pacific Hardware,delivered,2026-07-07T16:43:00Z
TV-106354,Coastal Trading,in_transit,2026-07-07T03:51:00Z
TV-106355,Acme Motors,failed,2026-07-02T07:05:00Z
TV-106356,Silverline Electronics,picked_up,2026-07-06T07:57:00Z
TV-106357,Highland Hardware,in_transit,2026-07-02T06:57:00Z
TV-106358,Redwood Packaging,in_transit,2026-07-08T15:30:00Z
TV-106359,Coastal Pharma,delivered,2026-07-06T13:31:00Z
TV-106360,Northern Supplies,delivered,2026-07-01T21:19:00Z
TV-106361,Northern Textiles,picked_up,2026-07-01T22:05:00Z
TV-106362,Skyline Trading,in_transit,2026-07-04T19:01:00Z
TV-106363,Redwood Motors,in_transit,2026-07-05T22:02:00Z
TV-106364,Summit Pharma,picked_up,2026-07-03T23:31:00Z
TV-106365,Eastlink Wholesale,picked_up,2026-07-03T13:34:00Z
TV-106366,Kingsway Textiles,delivered,2026-07-02T08:14:00Z
TV-106367,Eastlink Packaging,created,2026-07-06T10:28:00Z
TV-106368,Metro Packaging,delivered,2026-07-04T18:19:00Z
TV-106369,Riverside Hardware,delivered,2026-07-06T04:52:00Z
TV-106370,Eastlink Supplies,picked_up,2026-07-05T17:59:00Z
TV-106371,Pacific Pharma,in_transit,2026-07-09T06:13:00Z
TV-106372,Metro Motors,delivered,2026-07-06T23:24:00Z
TV-106373,Metro Hardware,in_transit,2026-07-08T07:27:00Z
TV-106374,Redwood Textiles,picked_up,2026-07-04T13:53:00Z
TV-106375,Sunrise Textiles,in_transit,2026-07-03T11:57:00Z
TV-106376,Eastlink Foods,in_transit,2026-07-01T15:30:00Z
TV-106377,Kingsway Distribution,delivered,2026-07-07T16:15:00Z
TV-106378,Acme Packaging,failed,2026-07-03T01:02:00Z
TV-106379,Harbour Distribution,delivered,2026-07-05T08:51:00Z
TV-106380,Skyline Freight,in_transit,2026-07-03T14:32:00Z
TV-106381,Northern Hardware,delivered,2026-07-10T01:18:00Z
TV-106382,Baywater Logistics,created,2026-07-08T09:50:00Z
TV-106383,Metro Textiles,created,2026-07-07T19:54:00Z
TV-106384,Coastal Supplies,failed,2026-07-05T23:41:00Z
TV-106385,Skyline Textiles,picked_up,2026-07-04T02:07:00Z
TV-106386,Ironbark Hardware,picked_up,2026-07-07T07:27:00Z
TV-106387,Ironbark Retail,in_transit,2026-07-04T03:10:00Z
TV-106388,Bluegum Logistics,picked_up,2026-07-06T00:23:00Z
TV-106389,Metro Foods,created,2026-07-01T18:03:00Z
TV-106390,Harbour Freight,failed,2026-07-07T19:49:00Z
TV-106391,Baywater Motors,picked_up,2026-07-04T20:00:00Z
TV-106392,Harbour Electronics,delivered,2026-07-02T05:14:00Z
TV-106393,Harbour Freight,delivered,2026-07-04T21:50:00Z
TV-106394,Northern Textiles,in_transit,2026-07-07T01:11:00Z
TV-106395,Bluegum Freight,in_transit,2026-07-05T21:42:00Z
TV-106396,Sunrise Supplies,in_transit,2026-07-06T16:26:00Z
TV-106397,Kingsway Hardware,delivered,2026-07-07T03:34:00Z
TV-106398,Sunrise Textiles,failed,2026-07-09T12:45:00Z
TV-106399,Crestview Pharma,delivered,2026-07-08T23:17:00Z
TV-106400,Coastal Textiles,created,2026-07-09T18:10:00Z
TV-106401,Highland Electronics,delivered,2026-07-05T05:41:00Z
TV-106402,Riverside Textiles,created,2026-07-04T11:25:00Z
TV-106403,Riverside Electronics,picked_up,2026-07-01T08:59:00Z
TV-106404,Skyline Packaging,delivered,2026-07-06T03:27:00Z
TV-106405,Kingsway Hardware,failed,2026-07-04T11:58:00Z
TV-106406,Golden Freight,delivered,2026-07-03T07:42:00Z
TV-106407,Northern Beverages,in_transit,2026-07-02T02:21:00Z
TV-106408,Pacific Distribution,delivered,2026-07-05T14:41:00Z
TV-106409,Northern Pharma,delivered,2026-07-04T02:31:00Z
